Season,Name,Team,BABIP,PA,GB,LD,FB,IFFB,GB/FB,HR/FB,O-Swing (pfx),Z-Swing (pfx),Swing (pfx),O-Contact (pfx),Z-Contact (pfx),Contact (pfx),Zone (pfx),playerid
2006,Magglio Ordonez,Tigers,.315,646,44.7 ,17.6 ,37.6 ,9.9 ,1.19,12.5 , , , , , , , ,248
2002,Mark Kotsay,Padres,.319,646,39.8 ,25.3 ,34.9 ,8.2 ,1.14,10.0 , , , , , , , ,1042
2006,Rafael Furcal,Dodgers,.333,736,49.9 ,20.9 ,29.2 ,5.8 ,1.71,9.6 , , , , , , , ,88
2004,Jayson Werth,Dodgers,.316,326,31.9 ,25.0 ,43.1 ,10.2 ,0.74,18.2 , , , , , , , ,1327
2009,Chipper Jones,Braves,.287,596,45.2 ,20.0 ,34.8 ,3.5 ,1.30,12.8 ,19.0 ,67.0 ,40.2 ,66.0 ,87.8 ,82.1 ,44.2 ,97
2003,Phil Nevin,Padres,.294,248,44.3 ,24.0 ,31.7 ,8.6 ,1.40,22.4 , , , , , , , ,1049
2007,Torii Hunter,Twins,.303,650,48.8 ,14.0 ,37.2 ,9.1 ,1.31,15.1 ,32.3 ,71.6 ,50.1 ,62.7 ,89.9 ,80.4 ,45.4 ,731
2010,Pat Burrell,- - -,.291,437,34.3 ,16.8 ,48.9 ,11.9 ,0.70,14.9 ,23.0 ,56.5 ,40.2 ,60.5 ,85.8 ,78.8 ,51.4 ,949
2008,Greg Dobbs,Phillies,.330,240,30.5 ,24.6 ,44.9 ,7.1 ,0.68,10.7 ,36.9 ,74.5 ,54.5 ,66.7 ,87.9 ,80.3 ,46.8 ,2158
2006,Gregg Zaun,Blue Jays,.278,339,37.5 ,20.2 ,42.3 ,8.4 ,0.89,11.2 , , , , , , , ,580
2010,Ryan Spilborghs,Rockies,.341,388,42.1 ,22.8 ,35.1 ,4.4 ,1.20,11.0 ,19.4 ,67.9 ,45.2 ,52.2 ,82.0 ,76.0 ,53.2 ,4521
2010,Delmon Young,Twins,.312,613,44.7 ,15.5 ,39.8 ,6.6 ,1.12,10.6 ,41.4 ,74.6 ,57.0 ,72.4 ,88.2 ,82.1 ,46.9 ,2140
2006,Corey Koskie,Brewers,.294,289,47.5 ,17.2 ,35.4 ,15.7 ,1.34,17.1 , , , , , , , ,738
2010,David Murphy,Rangers,.324,471,44.2 ,19.4 ,36.5 ,4.7 ,1.21,9.4 ,26.9 ,52.8 ,39.3 ,77.0 ,92.8 ,87.2 ,47.8 ,6035
2011,Travis Hafner,Indians,.332,368,42.7 ,21.0 ,36.3 ,5.6 ,1.18,14.4 ,22.7 ,57.4 ,40.3 ,63.9 ,83.4 ,78.0 ,50.7 ,1573
2011,Daniel Murphy,Mets,.345,423,47.0 ,21.9 ,31.1 ,9.2 ,1.51,5.5 ,29.3 ,64.7 ,45.5 ,80.7 ,94.4 ,89.6 ,45.8 ,4316
2004,David Newhan,Orioles,.365,412,47.8 ,19.3 ,32.9 ,13.4 ,1.45,8.2 , , , , , , , ,2009
2012,Todd Frazier,Reds,.316,465,32.9 ,22.4 ,44.7 ,11.1 ,0.74,13.2 ,34.2 ,68.7 ,49.7 ,65.7 ,80.3 ,74.8 ,44.9 ,785
2003,Jody Gerut,Indians,.287,525,41.6 ,21.8 ,36.7 ,10.0 ,1.13,14.7 , , , , , , , ,1696
2006,Pablo Ozuna,White Sox,.351,203,49.1 ,19.0 ,31.9 ,15.4 ,1.54,3.8 , , , , , , , ,1469
2004,Hee Seop Choi,- - -,.301,416,38.0 ,17.6 ,44.4 ,9.9 ,0.86,13.5 , , , , , , , ,270
2005,Michael Barrett,Cubs,.288,477,43.2 ,24.0 ,32.8 ,8.3 ,1.32,13.3 , , , , , , , ,762
2005,Lyle Overbay,Brewers,.304,622,50.9 ,21.9 ,27.1 ,2.5 ,1.88,15.8 , , , , , , , ,1617
2011,Casey Kotchman,Rays,.335,563,55.8 ,18.3 ,25.9 ,11.5 ,2.16,8.8 ,23.3 ,58.7 ,40.8 ,73.4 ,93.1 ,87.4 ,49.5 ,1930
2003,Carlos Lee,White Sox,.295,671,38.5 ,21.8 ,39.7 ,13.1 ,0.97,14.6 , , , , , , , ,243
2004,Jose Vidro,Expos,.300,467,50.8 ,19.6 ,29.6 ,9.2 ,1.72,12.8 , , , , , , , ,802
2003,Moises Alou,Cubs,.284,638,37.5 ,23.6 ,38.9 ,6.7 ,0.96,11.3 , , , , , , , ,261
2004,Pat Burrell,Phillies,.303,534,35.2 ,19.4 ,45.4 ,9.5 ,0.78,16.3 , , , , , , , ,949
2006,Prince Fielder,Brewers,.297,648,42.5 ,18.4 ,39.2 ,11.9 ,1.08,15.8 , , , , , , , ,4613
2004,Bill Mueller,Red Sox,.300,460,43.3 ,20.6 ,36.1 ,10.3 ,1.20,9.5 , , , , , , , ,295
2010,Martin Prado,Braves,.335,651,48.5 ,21.0 ,30.5 ,9.5 ,1.59,9.5 ,26.1 ,53.3 ,40.2 ,76.6 ,96.3 ,90.1 ,51.6 ,3312
2011,Nelson Cruz,Rangers,.288,513,41.4 ,15.7 ,42.8 ,10.3 ,0.97,18.7 ,32.4 ,69.2 ,50.3 ,59.9 ,80.3 ,73.5 ,48.6 ,2434
2004,Andruw Jones,Braves,.303,646,47.8 ,15.8 ,36.5 ,14.8 ,1.31,18.7 , , , , , , , ,96
2003,John Vander Wal,Brewers,.335,374,41.3 ,21.5 ,37.2 ,8.4 ,1.11,16.9 , , , , , , , ,853
2009,Kosuke Fukudome,Cubs,.310,603,46.2 ,24.0 ,29.8 ,7.9 ,1.55,9.6 ,19.6 ,55.9 ,36.9 ,56.6 ,90.4 ,81.0 ,47.7 ,3263
2005,Brady Clark,Brewers,.319,674,36.1 ,26.5 ,37.4 ,10.3 ,0.97,6.4 , , , , , , , ,1398
2009,Marco Scutaro,Blue Jays,.304,680,36.9 ,19.5 ,43.6 ,6.5 ,0.85,5.5 ,13.9 ,51.2 ,34.3 ,83.4 ,96.0 ,93.6 ,54.5 ,1555
2011,Brandon Phillips,Reds,.322,675,45.3 ,19.8 ,34.9 ,5.4 ,1.30,9.7 ,34.8 ,72.0 ,53.0 ,68.3 ,91.0 ,83.4 ,48.8 ,791
2010,Chris Johnson,Astros,.387,362,41.3 ,24.0 ,34.6 ,3.4 ,1.19,12.5 ,40.8 ,73.1 ,55.9 ,46.6 ,85.4 ,70.4 ,46.8 ,1191
2003,Julio Franco,Braves,.353,223,54.8 ,25.2 ,20.0 ,0.0 ,2.74,16.1 , , , , , , , ,87
2007,Justin Morneau,Twins,.270,668,44.7 ,15.9 ,39.4 ,10.5 ,1.14,15.5 ,35.4 ,64.3 ,49.2 ,71.7 ,89.4 ,82.7 ,47.7 ,1737
2003,Shawn Green,Dodgers,.313,691,47.1 ,21.4 ,31.5 ,13.8 ,1.50,11.9 , , , , , , , ,651
2006,Matt Murton,Cubs,.319,508,57.7 ,18.0 ,24.3 ,12.5 ,2.38,13.5 , , , , , , , ,6307
2003,Luis Matos,Orioles,.355,486,39.4 ,25.0 ,35.6 ,16.5 ,1.11,10.7 , , , , , , , ,152
2004,Raul Ibanez,Mariners,.327,524,43.7 ,21.4 ,35.0 ,11.1 ,1.25,11.1 , , , , , , , ,607
2005,Jay Gibbons,Orioles,.268,518,36.7 ,16.6 ,46.7 ,15.8 ,0.79,12.9 , , , , , , , ,141
2007,Nate McLouth,Pirates,.299,382,30.8 ,16.4 ,52.8 ,12.1 ,0.58,9.8 ,24.9 ,50.8 ,37.7 ,72.1 ,89.3 ,83.5 ,49.3 ,3190
2009,Alberto Callaspo,Royals,.312,634,40.9 ,17.2 ,41.9 ,4.1 ,0.98,5.0 ,26.4 ,66.7 ,46.5 ,81.6 ,94.7 ,91.0 ,49.8 ,3336
2003,Ray Durham,Giants,.339,469,41.5 ,23.4 ,35.1 ,14.9 ,1.18,7.0 , , , , , , , ,230
2004,Tino Martinez,Devil Rays,.264,538,40.9 ,16.6 ,42.5 ,15.1 ,0.96,13.9 , , , , , , , ,1168
2006,Tim Salmon,Angels,.296,244,33.9 ,20.2 ,45.8 ,9.1 ,0.74,11.7 , , , , , , , ,32
2009,Gordon Beckham,White Sox,.290,430,40.4 ,16.6 ,43.0 ,11.9 ,0.94,10.4 ,25.6 ,64.5 ,46.6 ,56.7 ,88.5 ,80.4 ,53.8 ,9015
2011,Yadier Molina,Cardinals,.311,518,44.9 ,19.6 ,35.5 ,10.4 ,1.27,9.1 ,33.4 ,68.2 ,50.6 ,82.5 ,92.2 ,89.0 ,49.6 ,7007
2007,Eric Byrnes,Diamondbacks,.309,699,35.3 ,19.0 ,45.7 ,26.7 ,0.77,8.6 ,24.9 ,65.5 ,44.7 ,65.9 ,89.0 ,82.4 ,49.0 ,905
2011,Matt Joyce,Rays,.317,522,36.4 ,21.2 ,42.4 ,10.4 ,0.86,12.3 ,23.7 ,67.4 ,44.8 ,57.4 ,85.9 ,78.1 ,48.3 ,3353
2011,Miguel Montero,Diamondbacks,.317,553,42.2 ,21.9 ,35.9 ,7.0 ,1.17,12.6 ,33.9 ,70.4 ,50.4 ,69.6 ,86.3 ,80.1 ,45.3 ,3364
2010,Nick Markakis,Orioles,.331,709,45.7 ,17.9 ,36.4 ,7.1 ,1.25,6.1 ,23.4 ,56.5 ,40.1 ,84.1 ,92.6 ,90.1 ,50.6 ,5930
2006,Mark DeRosa,Rangers,.346,572,48.6 ,22.6 ,28.8 ,11.6 ,1.69,10.7 , , , , , , , ,1392
2003,Raul Mondesi,- - -,.291,586,35.8 ,23.0 ,41.2 ,18.1 ,0.87,13.6 , , , , , , , ,1314
2012,Jay Bruce,Reds,.283,633,35.4 ,20.2 ,44.4 ,6.6 ,0.80,18.7 ,28.3 ,69.9 ,46.7 ,53.1 ,84.8 ,74.1 ,44.1 ,9892
2004,Juan Uribe,White Sox,.307,553,37.5 ,17.4 ,45.1 ,20.1 ,0.83,12.5 , , , , , , , ,454
2006,Conor Jackson,Diamondbacks,.312,556,38.4 ,20.5 ,41.1 ,8.1 ,0.94,8.7 , , , , , , , ,5997
2011,Billy Butler,Royals,.316,673,45.6 ,18.7 ,35.8 ,6.6 ,1.27,10.4 ,24.9 ,60.5 ,42.7 ,67.1 ,87.3 ,81.4 ,50.0 ,7399
2002,Joe Crede,White Sox,.302,209,32.3 ,24.2 ,43.5 ,21.4 ,0.74,17.1 , , , , , , , ,227
2002,Craig Wilson,Pirates,.340,424,37.8 ,27.6 ,34.6 ,6.8 ,1.09,18.2 , , , , , , , ,1015
2004,Craig Monroe,Tigers,.320,481,45.3 ,17.5 ,37.2 ,8.7 ,1.22,13.0 , , , , , , , ,1464
2012,Bryce Harper,Nationals,.310,597,44.6 ,22.5 ,32.9 ,8.1 ,1.35,16.2 ,33.7 ,72.4 ,49.8 ,59.4 ,87.1 ,76.2 ,41.7 ,11579
2007,Joe Mauer,Twins,.319,471,54.5 ,17.9 ,27.6 ,1.0 ,1.98,7.2 ,24.3 ,52.7 ,37.6 ,74.7 ,92.5 ,86.4 ,46.8 ,1857
2010,Alfonso Soriano,Cubs,.295,548,29.3 ,16.5 ,54.3 ,7.8 ,0.54,11.8 ,38.8 ,64.5 ,49.6 ,57.5 ,85.8 ,73.0 ,42.1 ,847
2002,Derek Jeter,Yankees,.336,730,53.0 ,23.9 ,23.1 ,4.9 ,2.30,14.8 , , , , , , , ,826
2007,Ryan Church,Nationals,.322,530,42.6 ,22.4 ,35.0 ,9.4 ,1.22,11.7 ,36.8 ,65.1 ,49.6 ,48.7 ,83.3 ,69.2 ,45.2 ,2106
2002,Alex Cora,Dodgers,.326,293,48.4 ,20.1 ,31.5 ,4.3 ,1.54,7.2 , , , , , , , ,1386
2012,Ryan Zimmerman,Nationals,.313,641,48.1 ,18.5 ,33.5 ,9.6 ,1.44,16.0 ,30.9 ,53.6 ,41.1 ,67.7 ,86.6 ,78.7 ,44.8 ,4220
2012,Jeff Keppinger,Rays,.332,418,49.4 ,23.2 ,27.4 ,11.2 ,1.81,9.2 ,22.0 ,59.5 ,42.0 ,84.6 ,95.2 ,92.6 ,53.4 ,3856
2008,Justin Upton,Diamondbacks,.332,417,37.2 ,20.9 ,41.9 ,10.2 ,0.89,15.3 ,24.4 ,64.1 ,43.5 ,51.7 ,75.5 ,68.6 ,48.1 ,5222
2009,Shane Victorino,Phillies,.315,694,45.1 ,21.7 ,33.2 ,17.0 ,1.36,5.5 ,30.2 ,54.5 ,42.7 ,79.7 ,93.7 ,88.9 ,51.4 ,1677
2012,Garrett Jones,Pirates,.293,515,39.8 ,18.5 ,41.7 ,6.3 ,0.96,17.1 ,34.7 ,70.4 ,50.6 ,67.1 ,81.8 ,76.3 ,44.7 ,2714
2002,Marquis Grissom,Dodgers,.298,371,41.2 ,21.9 ,36.9 ,14.6 ,1.12,16.5 , , , , , , , ,652
2009,Brian Roberts,Orioles,.318,717,36.3 ,21.6 ,42.1 ,7.3 ,0.86,7.3 ,23.3 ,60.3 ,42.3 ,82.6 ,92.3 ,89.7 ,51.3 ,166
2004,Ramon Hernandez,Padres,.271,432,45.7 ,19.9 ,34.3 ,17.1 ,1.33,15.4 , , , , , , , ,918
2004,Eric Byrnes,Athletics,.318,632,33.7 ,18.4 ,47.9 ,19.8 ,0.70,9.0 , , , , , , , ,905
2006,Michael Young,Rangers,.345,748,48.1 ,24.9 ,27.0 ,3.7 ,1.78,8.6 , , , , , , , ,1286
2002,Scott Spiezio,Angels,.296,571,32.6 ,21.8 ,45.6 ,18.2 ,0.71,5.9 , , , , , , , ,37
2006,Jacque Jones,Cubs,.319,578,55.9 ,18.6 ,25.5 ,1.9 ,2.19,25.5 , , , , , , , ,735
2002,Mark Loretta,- - -,.335,329,37.6 ,25.7 ,36.7 ,6.7 ,1.02,4.4 , , , , , , , ,1383
2006,Torii Hunter,Twins,.294,611,44.6 ,18.0 ,37.5 ,14.8 ,1.19,18.3 , , , , , , , ,731
2003,Jeff DaVanon,Angels,.307,382,41.8 ,22.4 ,35.7 ,9.6 ,1.17,12.8 , , , , , , , ,1440
2006,Ramon Hernandez,Orioles,.285,560,43.5 ,18.6 ,37.9 ,14.3 ,1.15,14.3 , , , , , , , ,918
2012,Jason Kubel,Diamondbacks,.296,571,33.2 ,23.0 ,43.8 ,4.4 ,0.76,19.0 ,26.7 ,59.0 ,42.0 ,55.1 ,82.3 ,73.2 ,47.4 ,2161
2009,Juan Uribe,Giants,.325,432,39.5 ,20.7 ,39.8 ,11.8 ,0.99,12.6 ,30.6 ,72.4 ,51.4 ,54.7 ,88.1 ,78.1 ,49.7 ,454
2012,Chris Davis,Orioles,.335,562,39.3 ,23.2 ,37.5 ,3.1 ,1.05,25.2 ,38.8 ,73.2 ,53.7 ,54.1 ,82.7 ,71.0 ,43.4 ,9272
2008,Edwin Encarnacion,Reds,.264,582,34.5 ,15.9 ,49.6 ,20.2 ,0.69,12.8 ,26.5 ,64.1 ,45.2 ,62.8 ,88.7 ,81.1 ,49.7 ,2151
2007,Marlon Byrd,Rangers,.363,454,47.4 ,19.6 ,32.9 ,5.5 ,1.44,9.2 ,37.1 ,65.8 ,51.5 ,61.8 ,89.6 ,79.7 ,50.4 ,950
2002,Geoff Blum,Astros,.324,421,41.0 ,21.7 ,37.3 ,13.4 ,1.10,8.9 , , , , , , , ,550
2004,Corey Koskie,Twins,.271,488,35.9 ,15.5 ,48.6 ,13.4 ,0.74,15.9 , , , , , , , ,738
2002,Herbert Perry,Rangers,.280,496,45.2 ,20.0 ,34.8 ,6.7 ,1.30,16.4 , , , , , , , ,1270
2010,Ramon Hernandez,Reds,.332,352,51.7 ,19.6 ,28.7 ,9.2 ,1.80,9.2 ,27.4 ,66.7 ,47.3 ,69.9 ,91.7 ,85.5 ,50.6 ,918
2003,Adam Dunn,Reds,.237,469,31.0 ,18.6 ,50.4 ,16.2 ,0.62,20.8 , , , , , , , ,319
2003,Kevin Millar,Red Sox,.298,618,33.7 ,24.7 ,41.6 ,8.6 ,0.81,13.5 , , , , , , , ,529
2011,Michael Cuddyer,Twins,.312,584,48.5 ,17.8 ,33.6 ,10.9 ,1.44,13.6 ,31.8 ,58.4 ,45.1 ,67.2 ,90.9 ,82.5 ,49.9 ,1534
2004,Steve Finley,- - -,.259,706,39.3 ,20.1 ,40.6 ,18.0 ,0.97,16.2 , , , , , , , ,54
2007,Mark DeRosa,Cubs,.340,574,41.7 ,22.1 ,36.2 ,2.7 ,1.15,6.7 ,21.1 ,69.5 ,45.9 ,69.3 ,86.8 ,82.9 ,51.2 ,1392
2008,B.J. Upton,Rays,.344,640,50.5 ,18.9 ,30.6 ,5.0 ,1.65,7.4 ,16.6 ,62.6 ,39.5 ,67.8 ,83.9 ,80.5 ,49.7 ,5015
2012,A.J. Pierzynski,White Sox,.280,520,42.0 ,22.2 ,35.8 ,9.7 ,1.17,18.6 ,41.8 ,74.1 ,56.9 ,75.5 ,89.3 ,83.9 ,46.8 ,746
2002,Brian Daubach,Red Sox,.325,506,37.4 ,25.2 ,37.4 ,6.7 ,1.00,16.7 , , , , , , , ,186
2011,Carlos Santana,Indians,.263,658,44.7 ,15.4 ,40.0 ,17.2 ,1.12,16.0 ,18.8 ,55.7 ,37.3 ,58.1 ,84.1 ,77.6 ,50.0 ,2396
2006,John Rodriguez,Cardinals,.379,212,51.8 ,18.4 ,29.8 ,4.8 ,1.74,4.8 , , , , , , , ,2338
2009,Asdrubal Cabrera,Indians,.360,581,48.0 ,22.0 ,30.0 ,1.6 ,1.60,4.7 ,26.4 ,62.7 ,45.7 ,73.0 ,90.0 ,85.4 ,53.2 ,4962
2008,Torii Hunter,Angels,.312,608,46.4 ,18.9 ,34.8 ,9.2 ,1.33,13.7 ,31.3 ,71.6 ,49.8 ,57.9 ,87.9 ,77.7 ,46.0 ,731
2010,Danny Valencia,Twins,.345,322,43.0 ,18.8 ,38.3 ,11.2 ,1.12,7.1 ,25.3 ,56.4 ,41.7 ,64.0 ,90.2 ,82.7 ,52.8 ,6364
2009,Ian Kinsler,Rangers,.241,640,30.1 ,15.9 ,54.0 ,11.1 ,0.56,11.8 ,24.4 ,65.6 ,45.5 ,72.9 ,93.5 ,88.1 ,51.1 ,6195
2008,Shane Victorino,Phillies,.314,627,45.0 ,19.2 ,35.7 ,15.0 ,1.26,8.1 ,29.8 ,57.8 ,44.4 ,77.4 ,93.6 ,88.4 ,52.1 ,1677
2006,Ryan Zimmerman,Nationals,.326,682,42.3 ,21.8 ,35.9 ,12.6 ,1.18,11.4 , , , , , , , ,4220
2010,Tyler Colvin,Cubs,.296,395,43.2 ,17.0 ,39.8 ,8.7 ,1.09,19.4 ,38.3 ,67.2 ,51.0 ,51.6 ,86.3 ,71.7 ,44.0 ,5310
2012,Jason Heyward,Braves,.319,651,44.0 ,19.3 ,36.7 ,8.1 ,1.20,16.9 ,33.4 ,63.0 ,46.3 ,65.9 ,81.6 ,75.2 ,43.5 ,4940
2008,Mike Cameron,Brewers,.296,508,32.6 ,21.6 ,45.8 ,13.0 ,0.71,18.1 ,21.7 ,58.5 ,40.8 ,54.9 ,82.6 ,75.6 ,52.0 ,1070
2006,David DeJesus,Royals,.329,552,48.7 ,22.2 ,29.1 ,9.0 ,1.67,6.6 , , , , , , , ,1825
2006,Emil Brown,Royals,.319,601,43.9 ,18.3 ,37.8 ,9.6 ,1.16,9.0 , , , , , , , ,1197
2007,Ryan Doumit,Pirates,.324,279,41.8 ,20.6 ,37.6 ,8.2 ,1.11,12.3 ,23.1 ,64.6 ,41.0 ,66.7 ,84.3 ,78.7 ,43.2 ,2113
2002,Mike Lowell,Marlins,.287,678,29.7 ,23.1 ,47.3 ,14.8 ,0.63,9.8 , , , , , , , ,527
2005,Johnny Damon,Red Sox,.338,688,44.5 ,23.1 ,32.4 ,14.4 ,1.38,5.5 , , , , , , , ,185
2010,Russell Branyan,- - -,.288,428,34.6 ,13.0 ,52.4 ,10.1 ,0.66,19.4 ,27.7 ,71.4 ,48.3 ,42.5 ,77.8 ,67.0 ,47.0 ,370
2004,Adam LaRoche,Braves,.328,356,45.7 ,19.6 ,34.7 ,9.4 ,1.32,15.3 , , , , , , , ,1904
2006,Ty Wigginton,Devil Rays,.301,486,40.0 ,19.4 ,40.6 ,16.9 ,0.99,16.9 , , , , , , , ,1491
2011,Josh Willingham,Athletics,.287,563,34.7 ,17.3 ,48.0 ,15.1 ,0.72,17.5 ,17.9 ,58.9 ,39.9 ,42.1 ,84.2 ,75.4 ,53.6 ,2103
2005,David DeJesus,Royals,.330,523,45.3 ,22.3 ,32.4 ,12.0 ,1.40,7.2 , , , , , , , ,1825
2005,Bill Mueller,Red Sox,.324,590,42.1 ,25.5 ,32.4 ,8.9 ,1.30,6.8 , , , , , , , ,295
2011,Melky Cabrera,Royals,.332,706,47.1 ,20.3 ,32.6 ,10.9 ,1.44,9.8 ,36.1 ,62.8 ,49.4 ,78.6 ,93.7 ,88.2 ,50.1 ,4022
2003,A.J. Pierzynski,Twins,.331,533,46.8 ,23.9 ,29.4 ,10.9 ,1.59,8.6 , , , , , , , ,746
2002,Troy Glaus,Angels,.278,671,37.0 ,21.5 ,41.6 ,11.1 ,0.89,16.7 , , , , , , , ,15
2004,Shawn Green,Dodgers,.287,671,54.2 ,15.5 ,30.3 ,4.8 ,1.79,19.3 , , , , , , , ,651
2009,Juan Rivera,Angels,.281,572,44.0 ,17.6 ,38.4 ,10.4 ,1.15,13.7 ,27.9 ,65.1 ,46.4 ,70.6 ,91.2 ,85.0 ,49.7 ,843
2005,Carlos Guillen,Tigers,.358,361,43.9 ,23.0 ,33.1 ,12.6 ,1.33,5.3 , , , , , , , ,1079
2011,Dexter Fowler,Rockies,.354,563,43.5 ,21.4 ,35.1 ,5.8 ,1.24,4.1 ,21.4 ,63.0 ,41.9 ,60.1 ,82.1 ,76.3 ,49.2 ,4062
2005,Coco Crisp,Indians,.323,656,46.2 ,19.8 ,33.9 ,12.3 ,1.36,9.4 , , , , , , , ,1572
2007,Brandon Phillips,Reds,.304,702,46.7 ,18.5 ,34.9 ,10.1 ,1.34,15.9 ,37.3 ,75.7 ,55.8 ,61.1 ,88.6 ,79.1 ,48.4 ,791
2012,Andre Ethier,Dodgers,.333,618,43.2 ,24.1 ,32.6 ,7.0 ,1.32,14.1 ,32.8 ,66.0 ,48.4 ,59.6 ,88.0 ,77.7 ,46.9 ,6265
2007,Cliff Floyd,Cubs,.314,322,46.4 ,17.0 ,36.6 ,18.6 ,1.27,10.5 ,22.6 ,68.4 ,42.0 ,58.2 ,86.3 ,77.6 ,42.3 ,518
2004,Brady Clark,Brewers,.306,420,40.9 ,20.5 ,38.6 ,9.4 ,1.06,6.0 , , , , , , , ,1398
2006,Joe Crede,White Sox,.268,586,31.4 ,17.8 ,50.7 ,14.0 ,0.62,12.0 , , , , , , , ,227
2011,Brian McCann,Braves,.287,527,37.7 ,15.6 ,46.7 ,8.5 ,0.81,13.6 ,29.2 ,64.2 ,45.1 ,71.1 ,88.5 ,82.4 ,45.4 ,4810
2007,Ian Kinsler,Rangers,.279,566,34.7 ,19.6 ,45.7 ,12.6 ,0.76,11.0 ,24.5 ,61.4 ,42.1 ,70.2 ,91.1 ,84.7 ,47.7 ,6195
2004,Cliff Floyd,Mets,.306,457,42.6 ,17.9 ,39.5 ,12.0 ,1.08,15.4 , , , , , , , ,518
2004,Shea Hillenbrand,Diamondbacks,.315,604,45.8 ,21.8 ,32.4 ,11.3 ,1.41,8.9 , , , , , , , ,196
2010,Chris Young,Diamondbacks,.296,664,33.7 ,16.6 ,49.7 ,12.4 ,0.68,12.4 ,22.4 ,52.3 ,37.1 ,57.3 ,86.6 ,77.6 ,49.1 ,3882
2002,Mo Vaughn,Mets,.314,558,38.6 ,24.0 ,37.4 ,8.6 ,1.03,20.3 , , , , , , , ,899
2011,Mark Reynolds,Orioles,.266,620,39.0 ,13.2 ,47.8 ,11.0 ,0.82,22.7 ,25.1 ,67.4 ,46.4 ,44.8 ,71.9 ,64.6 ,50.5 ,7619
2008,Russell Martin,Dodgers,.309,650,51.1 ,19.4 ,29.6 ,13.7 ,1.73,9.4 ,19.0 ,58.9 ,39.3 ,64.8 ,89.4 ,83.5 ,50.8 ,4616
2005,Dan Johnson,Athletics,.278,434,38.2 ,23.6 ,38.2 ,10.3 ,1.00,11.9 , , , , , , , ,2167
2006,Dan Uggla,Marlins,.309,683,41.0 ,16.8 ,42.2 ,6.8 ,0.97,13.1 , , , , , , , ,3442
2012,Alfonso Soriano,Cubs,.303,615,35.8 ,20.4 ,43.8 ,6.7 ,0.82,17.8 ,36.6 ,67.3 ,49.9 ,55.0 ,83.5 ,71.6 ,43.1 ,847
2005,Matthew LeCroy,Twins,.305,350,40.9 ,18.2 ,40.9 ,8.9 ,1.00,18.9 , , , , , , , ,1456
2007,Kevin Millar,Orioles,.283,562,29.2 ,19.5 ,51.3 ,13.7 ,0.57,8.6 ,28.1 ,56.4 ,41.4 ,66.7 ,91.3 ,82.5 ,47.1 ,529
2010,Justin Upton,Diamondbacks,.354,571,41.4 ,19.3 ,39.4 ,9.5 ,1.05,12.4 ,22.4 ,60.4 ,40.7 ,51.1 ,83.2 ,74.0 ,48.1 ,5222
2002,David Justice,Athletics,.294,471,38.3 ,26.6 ,35.0 ,12.0 ,1.09,9.4 , , , , , , , ,923
2006,Russell Branyan,- - -,.270,282,28.6 ,19.5 ,51.9 ,2.5 ,0.55,22.5 , , , , , , , ,370
2006,Edgar Renteria,Braves,.324,673,46.9 ,22.5 ,30.6 ,8.4 ,1.53,9.1 , , , , , , , ,1178
2003,Erubiel Durazo,Athletics,.283,645,39.3 ,21.7 ,39.0 ,8.8 ,1.01,12.3 , , , , , , , ,1413
2012,Mike Napoli,Rangers,.273,417,39.7 ,19.2 ,41.0 ,7.4 ,0.97,25.5 ,21.4 ,58.9 ,40.2 ,58.7 ,75.1 ,70.7 ,50.2 ,3057
2011,Jay Bruce,Reds,.297,664,36.4 ,16.8 ,46.7 ,6.5 ,0.78,16.0 ,29.8 ,69.3 ,47.2 ,52.5 ,86.5 ,74.5 ,44.0 ,9892
2011,Howie Kendrick,Angels,.338,583,51.6 ,21.9 ,26.5 ,0.0 ,1.94,16.5 ,30.6 ,60.3 ,46.0 ,62.0 ,87.8 ,79.5 ,51.9 ,4229
2008,Hideki Matsui,Yankees,.320,378,46.9 ,18.6 ,34.5 ,9.0 ,1.36,9.0 ,25.3 ,61.8 ,43.4 ,77.5 ,90.9 ,86.9 ,49.5 ,1659
2011,Shelley Duncan,Indians,.297,247,34.3 ,17.2 ,48.5 ,15.9 ,0.71,13.4 ,28.6 ,63.4 ,46.5 ,55.2 ,85.3 ,76.3 ,51.5 ,3620
2012,Anthony Rizzo,Cubs,.310,368,45.5 ,24.4 ,30.2 ,7.2 ,1.51,18.1 ,35.1 ,68.1 ,50.4 ,63.9 ,91.0 ,80.9 ,46.3 ,3473
2005,Sean Casey,Reds,.327,587,51.6 ,18.9 ,29.4 ,4.9 ,1.76,6.3 , , , , , , , ,314
2005,Bobby Crosby,Athletics,.306,371,53.9 ,18.2 ,27.9 ,14.1 ,1.94,11.5 , , , , , , , ,1818
2007,Matt Murton,Cubs,.309,261,47.4 ,15.8 ,36.7 ,6.9 ,1.29,11.1 ,25.8 ,64.8 ,44.5 ,67.6 ,90.2 ,83.4 ,47.9 ,6307
2007,Jason Giambi,Yankees,.263,303,30.2 ,16.4 ,53.4 ,5.9 ,0.56,13.9 ,22.2 ,57.8 ,39.2 ,66.0 ,85.7 ,79.9 ,47.8 ,818
2009,Nick Markakis,Orioles,.317,711,42.8 ,16.6 ,40.6 ,6.7 ,1.05,8.0 ,26.1 ,56.5 ,41.4 ,76.2 ,92.0 ,87.0 ,50.3 ,5930
